,HF Rep 1,TTA Rep 1,FO Rep 1,TTA+FO Rep 1,HF Rep 2,TTA Rep 2,FO Rep 2,TTA+FO Rep 2,HF Rep 3,TTA Rep 3,FO Rep 3,TTA+FO Rep 3
P32232;P11598,NA,NA,NA,NA,1.0292672616,-1.5365345036,0.8414127993,-0.3341455573,NA,NA,NA,NA
P32551,0.0494452969,0.1380754494,-0.0726914117,-0.1098469961,0.0398032166,0.400085406,-0.3542337969,-0.059149568,0.0362479306,0.4069604553,-0.297138433,-0.1144888878
P32755,0.6273431976,-0.578876981,0.3430921069,-0.2678817893,0.3882013834,-0.2336002765,0.0515068917,-0.2193387864,0.3664365965,-0.4737570611,-0.0150318977,0.0245331339
P33273,0.8376521922,-1.0214096399,0.6461934721,-0.538427916,NA,NA,NA,NA,NA,NA,NA,NA
P33274;P51869,NA,NA,NA,NA,NA,NA,NA,NA,0.296229064,-0.4958783983,0.3452980722,0.0374234299
P34058,-0.0844951722,0.0361182898,-0.1835187952,0.1470625267,-0.04785399,0.1786323733,-0.0653484489,-0.0355109964,-0.1643716016,0.080405608,-0.0369930684,0.0433560185
P34058;P82995,NA,NA,NA,NA,0.2017147751,0.1298380194,-0.1777350267,-0.1538177679,0.1776031059,0.0533213923,-0.2141857369,-0.0167387613
P34064,-0.0456904281,0.0422275324,0.0236616302,0.0341628571,0.0070565353,-0.1237312677,0.0412564029,-0.0993663726,0.0536087175,0.0828944265,-0.1037993012,-0.0475642601
P34067,0.1618056732,0.064790114,-0.108108573,0.1651557326,NA,NA,NA,NA,NA,NA,NA,NA
P35171,-0.0162349581,-0.1002886128,-0.1744341885,0.2901740301,0.3377336138,-0.1124495589,-0.2603994593,-0.0979000448,NA,NA,NA,NA
P35213,0.0227333486,-0.1054132244,0.0502896309,-0.106967196,-0.0103653251,-0.0933762237,0.0940868811,-0.1211321057,-0.0172761854,0.1873123084,-0.0771992563,0.0659868325
P35213;P62260;P61983;P68255;P63102,NA,NA,NA,NA,0.0385591738,-0.0655159955,0.0106480129,0.0259597493,NA,NA,NA,NA
P35213;P62260;P68511;P61983;P68255;P63102,0.0872933339,-0.0866538449,-0.0207098844,0.1229252664,NA,NA,NA,NA,0.2027460174,0.1040364432,-0.2451714797,-0.2138573626
P35280,0.1880897106,-0.0384037383,-0.0990292666,-0.1748488929,0.1904436442,-0.031128752,-0.1136095047,0.0307229023,NA,NA,NA,NA
P35281,NA,NA,NA,NA,NA,NA,NA,NA,0.1831193926,-0.0691875556,0.05954343,-0.2029063152
P35281;P61107;Q6NYB7;P10536,NA,NA,NA,NA,NA,NA,NA,NA,0.320773845,-0.2451584382,0.1394715675,-0.2150869744
P35281;P61107;Q6NYB7;P10536;P35280,0.7092926767,-0.6210688169,0.5002635303,-0.5884873901,NA,NA,NA,NA,NA,NA,NA,NA
P35281;Q6NYB7;P10536,NA,NA,NA,NA,NA,NA,NA,NA,0.3115799352,0.0948758352,-0.0795671393,-0.326888631
P35281;Q6NYB7;P10536;P35280,0.2651982574,-0.0227510223,-0.014133491,-0.2283137442,NA,NA,NA,NA,NA,NA,NA,NA
P35427,0.0553684212,-0.0879979727,-0.0251811546,0.1321920674,0.1750545143,-0.01492624,-0.1046138888,-0.1847217075,0.081684295,-0.2177867951,0.1643914464,-0.0337055874
P35434,0.039988856,-0.0364086801,0.0586422194,-0.0052476964,0.1021441946,-0.3036735203,-0.0035855911,0.2721236305,0.1304221019,0.185856002,-0.3096529224,-0.0321376925
P35435,-0.1147999,0.1629865906,-0.0799295321,-0.0950778173,0.088944091,-0.1661858992,-0.0312486619,0.1014494716,0.0955144666,0.1029606226,-0.1858899562,-0.0537312127
P35559;P17078;P84100,0.1080878657,-0.1904897351,0.040981729,0.0414201404,NA,NA,NA,NA,NA,NA,NA,NA
P35565,0.2322947683,-0.3443321792,0.0236083551,0.0466083574,0.1852668522,-0.1435163013,0.131048977,-0.1360635378,0.2259138401,-0.1050165061,0.1148572035,-0.2083887063
P35571,-0.6790104447,1.0318713833,-1.0043963329,0.8454660034,-0.7709924326,0.7281906188,-0.799051111,0.721339084,-0.8912508221,1.1964519036,-0.8099652055,0.831879917
P35704,0.3226319278,-0.3336546519,0.1947113465,-0.1131710932,0.1553149634,-0.2377202999,0.3731931273,-0.48769586,0.2458404244,-0.1464658219,0.1032575833,-0.2211382121
P35738,-0.0731438748,0.093468714,-0.2067494163,-0.0073612042,-0.0500652923,0.1403020237,-0.3848026471,0.1260649871,-0.0333382795,0.1674823067,-0.0635983194,0.0499157766
P36201,0.405923534,-1.03105535,0.175799776,-0.1179564546,NA,NA,NA,NA,0.2898168852,-0.2251583974,0.317139421,-0.6051964251
P36365,1.4723204228,-0.355045491,-0.3318306933,-0.594571857,0.5821909398,-0.4841042414,0.1759566481,-0.2295092493,1.1694528702,-1.2929427594,-0.2833737765,0.2684655962
P36365;Q2TA68,NA,NA,NA,NA,0.9854796262,-0.8851685299,0.2962269739,-0.3965380702,NA,NA,NA,NA
P36511,0.3139878207,-0.6867591694,0.5857186645,-0.6630956985,0.4882174358,-0.3656324429,0.4496248246,-0.5792968964,0.5794046666,-0.6210447737,0.5470894625,-0.4495153519
P36970,-0.2135365354,0.5388263903,-0.2157352771,0.0228875379,-0.2835335509,0.6338473913,-0.3669875255,0.1398475731,-0.1722230995,0.2722031236,-0.207971976,0.1566923104
P36972,0.0254601852,-0.0486228212,-0.1029818814,0.0731343037,0.2943815679,-0.1241342726,0.1920301962,-0.246847078,0.2227176151,0.0342209894,0.0793214562,-0.2785879556
P38650,0.0869124558,-0.2824808104,0.1401382971,-0.0243241929,NA,NA,NA,NA,0.2487449114,-0.0461224176,-0.011321814,-0.0051198351
P38652,0.1782715835,0.1139355993,0.0815421091,-0.3972890764,0.1841865242,-0.1305104154,-0.0197469546,-0.1306336862,0.296249512,-0.1231671258,0.0494282963,-0.0423844423
P38656,NA,NA,NA,NA,0.2741344223,0.0873120212,-0.169414202,0.043344218,NA,NA,NA,NA
P38659,0.2216854929,-0.1757165979,0.0939419005,-0.1323469071,0.3043344902,-0.1810233219,0.1626974026,-0.2683480184,0.1521874377,-0.0028586054,0.1809224507,-0.3481455568
P38718,0.3907699821,-0.4419117602,0.3463935996,-0.1872181298,0.318225608,-0.5809738397,0.2801493479,-0.108200733,0.2772053943,-0.2831331814,0.0228557342,-0.0894183801
P38918,0.2269679381,-0.3195521868,0.4108878937,-0.294245577,0.0746874779,-0.0677837166,0.2474727306,-0.2801462228,0.2692364247,0.073956044,-0.2548452867,0.2640243944
P38983,0.0687136936,-0.0784503573,0.0612935613,0.0376082645,0.0599921504,0.0075609542,0.0361025261,-0.0928437322,0.0783821223,0.1510635741,-0.0339735036,-0.1499325119
P39032,0.0835996666,-0.0732299043,-0.0830888316,0.1283230128,NA,NA,NA,NA,0.1365221301,-0.0016244338,0.1134534619,-0.283567859
P40112,0.2998948525,0.0237688836,-0.0999302452,-0.1431015858,0.1298070472,0.0208972672,0.1061588899,-0.0515390079,NA,NA,NA,NA
P40307,0.0297034479,-0.0106112097,-0.0266008708,0.0572422229,0.0208359826,0.0452451836,0.0137307455,-0.0435540781,-0.1310603486,0.0268686504,0.1093359701,0.0086450057
P40615,NA,NA,NA,NA,-0.3988630694,0.2754323292,-0.1554809964,0.1889161135,NA,NA,NA,NA
P41034,0.4765093684,-0.0544505554,0.0745142853,-0.3595960366,0.3598063196,0.1123933345,-0.2917797669,-0.2933351866,0.2183630196,-0.280743157,0.0237274854,-0.115636533
P41123,0.0015621985,-0.1145939396,-0.0212666436,0.1968658965,0.1035027093,-0.0381216478,0.0489636949,-0.1225492081,-0.0191150057,0.0665689722,0.1778064828,-0.1017148731
P41542,0.102845893,-0.1317810273,0.0800660734,-0.0175834685,0.204575151,-0.1447254164,0.0179671898,-0.120346473,0.0528937534,-0.0242640022,0.0642369345,-0.1670453207
P41542;Q5SGE0;P11442;Q68FS2;Q66HA6,NA,NA,NA,NA,NA,NA,NA,NA,-0.1322909888,0.1244772312,-0.0004505775,0.0082643352
P41562,-0.0280824188,0.1403419209,-0.0260509805,-0.0332811185,-0.017091981,0.1804945092,-0.1936004699,0.0412059654,-0.1065712809,0.1318044956,0.0306226371,-0.0319414061
P41562;P56574,-0.2187419252,0.0872198546,0.0551659763,0.0672096685,-0.0057416417,0.2493456967,-0.1904885276,0.0187809931,NA,NA,NA,NA
P41565,-0.0072915083,0.204331936,-0.2207519916,0.0499262146,NA,NA,NA,NA,NA,NA,NA,NA
P42123,NA,NA,NA,NA,NA,NA,NA,NA,0.2570924372,-0.170044076,0.0756209427,-0.0338226091
P42667,0.0757326654,-0.3020290091,0.1994445991,0.1580907461,NA,NA,NA,NA,0.1239565123,-0.1052893693,0.3712501428,-0.4172156091
P42676,NA,NA,NA,NA,0.4395727636,-0.0820567743,-0.2392019179,-0.2013692272,-0.1384578329,0.0256008532,0.0224663323,-0.0743953992
P43278,-0.0832566343,0.301134373,-0.0176086365,0.0387018456,0.2501450637,0.1358114724,-0.230234753,-0.2072180036,0.3690577222,0.086153751,-0.140323656,0.0762117414
P43428,0.0157381906,0.0028109345,-0.1246005598,0.0415766213,NA,NA,NA,NA,0.1609034062,-0.086973491,-0.1374879303,0.014542457
P45592,0.2454692656,-0.1256654222,-0.0225825952,0.4599075872,0.3032569006,-0.0821677436,-0.1080700389,-0.0085083358,0.1428549059,0.1170445646,0.0330049339,-0.1631687549
P45953,-0.098889176,0.2885409855,-0.0448213523,-0.1588734769,-0.2555686207,0.2884319603,-0.0105502329,0.0048383267,-0.1452559964,0.1088600095,-0.1015019063,-0.0417684972
P46413,0.1426670062,-0.2065498416,0.051283388,-0.0333354368,NA,NA,NA,NA,-0.0279794968,-0.062059529,0.2080278223,-0.162447817
P46462,0.1981176735,-0.0777543894,-0.0454582772,-0.0413585722,0.1202385533,-0.0225224182,0.0163972813,-0.0193117872,0.0485382638,-0.0360182019,-0.0571734127,-0.1107697576
P46720,0.2160610351,-0.013906954,0.2094674763,-0.5072408039,0.2956720936,-0.444334489,0.4443237214,-0.0379015555,0.0759106118,-0.1528745611,-0.0083353314,-0.0637386428
P46720;O35913,NA,NA,NA,NA,-0.1278284584,-0.4828316005,0.2394864769,0.0902380674,NA,NA,NA,NA
P46844,-0.4933268782,0.8932882624,-0.645825986,0.115100742,-0.2461624707,0.5231540019,-0.4083898439,0.0890381921,-0.5281257389,0.2022852953,-0.1678839996,0.5696689739
P46953,0.3292509741,-0.2112209104,0.1946312357,-0.2780789993,0.4364342717,-0.398615426,0.1397184752,-0.13388315,0.4174651365,-0.3217190847,0.0165755664,-0.1328282885
P47198,0.1344957122,-0.1463997898,0.0477080528,-0.0885885492,0.0110016394,-0.0770013726,0.1194923032,-0.0848275752,0.0692330189,0.1258408789,0.0979249128,-0.2573502861
P47967,0.4214355817,-0.5777501422,0.018479252,0.0235201208,-0.4232254976,-0.4295996217,0.8760995467,-0.0785103107,0.1150528216,0.0942209028,0.2968125593,-0.500971999
P48004,0.0241321475,0.0427827771,-0.0745387933,0.0575235852,0.0055818075,0.0736117103,-0.0636380684,-0.0982309307,NA,NA,NA,NA
P48037,0.3087618113,-0.1717840988,0.1215408166,-0.2380010298,0.2957646949,-0.2896858762,0.1225916285,-0.1029289169,0.259949213,-0.1575164134,0.0643202554,-0.1559930213
P48037;Q9QYL8;P48004,NA,NA,NA,NA,NA,NA,NA,NA,0.2149492967,0.2022284363,-0.1004399584,-0.3167377746
P48199,0.1883513343,-0.4341119363,0.0584837968,-0.0476956109,NA,NA,NA,NA,NA,NA,NA,NA
P48500,0.093390407,-0.0096975686,0.0057624674,-0.0941152313,0.1263492706,-0.0397545081,-0.0505530931,-0.0587876466,0.2357326213,-0.0742753201,0.1198912693,-0.1907184305
P48508,0.2241656121,-0.2461800366,0.1112231354,-0.2897417922,NA,NA,NA,NA,0.5851732778,-0.1269019636,-0.023991024,-0.2871641793
P48679,0.1427059693,-0.1357254853,0.0637724985,-0.1359319179,0.2327962694,-0.1231075702,-0.0276202922,-0.0810730123,0.2703551029,-0.017056671,-0.1746429275,0.0821570018
P48721,-0.2690674394,0.0683068007,-0.21830436,0.3915500612,-0.2113384217,0.2408401283,-0.2135945651,0.2096333617,-0.1517378688,0.2771770523,-0.2170682699,0.1894715198
P49134,0.0767848318,-0.2748998534,0.0937249632,-0.0044044957,NA,NA,NA,NA,NA,NA,NA,NA
P49242,0.088211258,-0.0079108956,-0.0758604073,0.0615549837,0.0906637238,0.0586892825,-0.0403748319,-0.0437452208,0.0486362558,0.0977668989,0.145906276,-0.1940471344
P49432,0.0258623706,0.3610734252,-0.2080022369,-0.0622573224,0.1888922172,0.0772366069,-0.4890959689,0.1769167973,0.3607862396,0.1824457208,-1.0393386373,0.1236595866
P49889,0.8816335467,-1.6942160588,0.8132813172,-0.4632123989,-0.0810557406,0.0924780695,0.4676021337,-0.2790946805,1.1125822752,-0.4842026734,-0.1431347255,-0.0186403029
P49890,1.4977951608,-2.4439217993,0.8097207118,-0.7366020733,NA,NA,NA,NA,-0.138797114,-0.5315124994,0.8565623901,-0.1194876698
P49890;P49889,1.0913179237,-0.9949374636,0.7229970212,-0.5150880285,NA,NA,NA,NA,0.5545024041,-0.683248965,0.0448018492,-0.2308604616
P49911,-0.1081232528,0.1786933476,-0.3486141275,0.1250902145,0.1852628397,0.1800985235,-0.2540612696,-0.2152946535,NA,NA,NA,NA
P50115,0.4639854447,-0.8950131909,0.1026333125,0.3260204148,NA,NA,NA,NA,NA,NA,NA,NA
P50116,0.3520299115,-0.923976627,-0.1330587746,0.5839046654,NA,NA,NA,NA,NA,NA,NA,NA
P50137,0.3726901727,0.1183313521,-0.1976094902,-0.3350121478,0.8050915183,-0.1086078277,-0.4591428618,-0.1951339448,0.649743656,-0.2126760043,-0.4034965295,-0.3235128274
P50169,0.7772586251,0.1480902642,0.0244991704,-1.0127678948,0.3232145835,-0.3272806004,-0.0910147307,-0.1661778906,0.5494436516,-0.3136666045,0.4115364127,0.0500780618
P50170,-1.1273824351,-0.0676930316,0.800660883,0.3776561374,-0.8920345511,0.1920618455,0.9341883728,0.3698948177,NA,NA,NA,NA
P50170;P50169,NA,NA,NA,NA,0.2570072407,-0.3073250228,0.1712988095,-0.0708868496,0.4428004583,-0.2770894047,0.1977415724,-0.3154049436
P50170;P55006;O54753;P50169,0.4260749367,-0.1967698677,0.0639310301,-0.409369982,NA,NA,NA,NA,NA,NA,NA,NA
P50170;P55006;P50169,0.2217884425,-0.0421307406,0.3482248295,-0.3951677719,NA,NA,NA,NA,NA,NA,NA,NA
P50237,0.3279960268,-0.2577215982,0.2115977621,-0.275219382,-0.0742481559,-0.1238407703,0.3479156007,-0.2326172431,0.1912970652,-0.1838317474,0.2830896593,-0.1317364962
P50398,0.1279446106,-0.0956156912,0.0544547854,0.0034906661,0.219654131,0.0283158617,-0.1998518142,-0.2594467043,-0.0270338,0.0355899599,0.0026373047,-0.0432313107
P50398;P50399,0.2823357517,-0.1531915532,-0.0454273582,-0.1820426761,0.1050530633,0.2056270031,-0.0834915772,-0.0685896118,0.2854776582,-0.1540800734,-0.0540586886,-0.2580391998
P50399,0.0946487991,0.0028950449,0.008081455,-0.1231255332,0.2345793317,-0.1110158253,-0.0420486884,-0.1620238229,0.2967598017,-0.1396455081,-0.0702336286,-0.1203366569
P50430,-1.0387234322,0.3119644157,-0.2965680052,1.0291777837,-0.5415189154,0.5502718739,-1.1680784299,0.5056731988,NA,NA,NA,NA
P50475,0.2039286981,-0.2533877181,0.057655163,0.1665377243,0.2830948599,-0.0910666888,0.0235852953,-0.0494132342,0.0553526492,-0.0774718624,0.1037005133,-0.0582712075
P50503,0.0513609899,0.073066156,-0.3736501925,0.0982145045,0.116480004,0.1457651789,-0.1108516163,-0.0630269002,0.282074617,0.1627033017,-0.0291313883,-0.1130357159
P50554,0.8216728291,-0.4292000156,0.3538708693,-1.086957116,0.5894460911,-0.8431124031,0.3598322758,-0.2687651265,0.8148238012,-0.5108383443,-0.1155190561,-0.0574594066
P50878,0.0993149416,-0.0412449694,-0.0431309042,0.0619932352,0.2287753916,0.0130535341,-0.0713228961,-0.1229749925,0.0564190712,0.0874539782,0.132531237,-0.2076784389
P51583,-0.126372939,0.2266084693,-0.2851100558,0.2419672514,0.3973111358,0.2060397843,-0.5261941806,0.1861888071,NA,NA,NA,NA
P51590,-0.4548130078,0.0882163959,-0.1173942452,0.2357351239,NA,NA,NA,NA,NA,NA,NA,NA
P51635,0.0981338957,-0.1282583848,0.0853047654,-0.0242659829,0.1145553369,-0.0954880622,-0.0390523308,-0.0951158139,-0.0137980431,-0.1403861375,-0.1434512522,-0.2149662051
P51647,-0.3799548304,0.2183924354,-0.0402829061,0.1985096236,-0.1705304558,0.1416594085,-0.0764276025,0.1253206941,-0.1991078294,-0.040268222,-0.0139250836,0.2189406473
P51647;P11884,0.2494991246,-0.1625179494,0.2264783685,-0.3694156095,NA,NA,NA,NA,NA,NA,NA,NA
P51650,-0.1280209011,0.2566470056,-0.215965577,0.0935451222,-0.0260180722,0.0212493773,-0.1536214918,0.1885267622,-0.1088302064,0.153489361,-0.0692003552,0.1429740862
P51652;P31210,NA,NA,NA,NA,NA,NA,NA,NA,0.6280113215,-0.3557561141,-0.1647597803,-0.107495427
P51869,0.0714831808,-0.2787059477,0.3838817737,-0.4017653666,-0.4385341175,0.1755071762,-0.1629611302,-0.4302353642,NA,NA,NA,NA
P51886,NA,NA,NA,NA,NA,NA,NA,NA,0.0571283256,-0.0648701336,-0.4282357679,0.4944377633
P52296,0.1237840949,0.0036270129,-0.1532344769,-0.0977327555,0.3001846186,0.0408334753,-0.1415882725,-0.1671410112,0.2585803562,0.0450020562,-0.0232351974,-0.0830471288
P52303,0.0772342114,-0.3672157574,0.3009139772,-0.1088995827,NA,NA,NA,NA,NA,NA,NA,NA
P52303;P62944,0.3087687242,-0.1118035239,-0.1064991336,-0.2529568013,NA,NA,NA,NA,NA,NA,NA,NA
P52555,0.1503078012,-0.3051016012,0.0686690311,0.1278468848,0.0805222429,-0.214847401,0.082423354,-0.009436671,-0.1789665014,0.0902544002,0.0851329853,-0.1456795552
P52555;Q9JI85,NA,NA,NA,NA,NA,NA,NA,NA,0.2081840713,0.0334181306,-0.1942460276,-0.0473561743
P52759,0.6198142535,-0.5300745271,0.5820727509,-0.5766255997,0.5203716814,-0.5887338496,0.3998905392,-0.4075401992,0.7350987645,-0.7998658727,0.2769612406,-0.2683037689
P52844,NA,NA,NA,NA,0.7731763971,-0.8824822623,0.0364416137,0.2182090359,NA,NA,NA,NA
P52844;P49889,NA,NA,NA,NA,0.1086395534,0.0074713915,0.3629915968,-0.4323730237,NA,NA,NA,NA
P52847,0.1269413489,0.2141607961,0.0376312849,0.0026151891,0.1721754796,-0.1942535652,-0.0089133937,0.0122475563,-0.0670596959,-0.1044029605,0.2203062043,-0.0613679289
P52873,-0.0652122184,0.1136220477,-0.0721834421,0.1222975009,-0.0074648449,0.1216398101,-0.0623563035,0.2412226159,0.0791940337,0.1171634362,-0.1717462767,-0.0027200452
P53987,-0.149220159,0.3096184809,-0.191618177,0.5310483609,-0.4373898774,0.3900600773,-0.181418792,0.072045556,-0.3486133165,0.5774907325,-0.1279412801,-0.1234015416
P54313,0.0380541753,0.0434169336,-0.045105738,0.0552316651,NA,NA,NA,NA,NA,NA,NA,NA
P54319,NA,NA,NA,NA,NA,NA,NA,NA,0.3146481256,-0.3663172676,0.4423561425,-0.1617753667
P54900,0.0707025044,-0.1567134285,0.0232615153,0.0627494088,NA,NA,NA,NA,NA,NA,NA,NA
P54921,-0.0379110971,0.2440280388,-0.2027427369,-0.0283218515,NA,NA,NA,NA,NA,NA,NA,NA
P55006,-0.4431025599,-0.5781706234,0.9906613448,0.1690781892,NA,NA,NA,NA,NA,NA,NA,NA
P55006;P50169,0.3011080181,-0.2226126402,0.4557184896,-0.5704379414,NA,NA,NA,NA,NA,NA,NA,NA
P55051,-0.9581339722,0.5153531392,-0.6223949222,1.1354618861,-0.8470811103,1.0145182003,0.2234282683,0.4451346345,-0.6975894333,0.2629745924,0.3917680595,0.0545954254
P55062,0.0237157623,-0.1192300508,0.3535524906,-0.2341934403,NA,NA,NA,NA,NA,NA,NA,NA
P55159,0.1524667084,-0.540769487,0.2807812398,-0.0521045571,-0.2851344692,0.0258357467,0.2454101856,0.0061435749,-0.1826052427,-0.0753513004,0.0210233136,0.2029809653
P55260,0.0374114609,0.142071801,-0.1863429563,-0.1005633632,0.204647383,0.0246678333,-0.1529398575,-0.184693573,NA,NA,NA,NA
P56522,0.1236045342,-0.1046869753,0.2439473242,-0.4565449788,0.0992583813,-0.0263967384,0.0983980607,-0.1533155401,0.0480358374,-0.0380184944,0.0207499122,-0.1138982017
P56571,0.0730350551,-0.070068672,0.017876575,0.0460587916,0.0245780223,-0.080605887,-0.1265513035,0.0642027436,0.1166479633,-0.0444388696,-0.1560715665,-0.1890234022
P56574,0.2805181948,-0.4342732869,0.1943801806,-0.1064624417,0.0383238315,-0.2077454467,0.3435313435,-0.1431603254,0.4059159342,-0.2402538199,0.0398339418,-0.099406163
P57093,-0.4438982039,0.2534267017,-0.1180615465,0.3552524505,-0.5433777566,0.3858458798,0.0138967892,0.3424610702,-0.6413466855,0.1732052663,0.1598574728,-0.0034176385
P57113,0.3280073235,0.00541435,0.0212671832,-0.2856677606,-0.0572691875,0.0581177103,-0.1000895655,0.105622243,0.0400224783,-0.0895933537,0.0147718419,-0.0364890528
P59382,NA,NA,NA,NA,NA,NA,NA,NA,-0.8457704862,0.6450926615,-0.4203293933,0.7369475397
P60522,NA,NA,NA,NA,0.2472309558,-0.3142534745,-0.2841255292,-0.2359074555,NA,NA,NA,NA
P60711,0.0464079532,-0.1892528696,0.0527661099,0.0912353761,0.0865900844,-0.1929365246,0.1851717857,-0.0377816601,0.1208640252,-0.0569255663,0.0593456553,-0.0390882211
P60868,-0.0916443533,-0.0348835509,-0.0989291009,0.1927224607,-0.0427379102,-0.0168746153,-0.0597722054,0.0134307075,-0.0348185521,0.0410850225,0.1631573207,-0.125094769
P60901,0.1216122302,-0.0224325946,-0.0955613755,-0.0005025727,0.1312566163,0.184560307,-0.0138648916,0.0020103934,0.1112163349,0.1026403471,-0.0152117618,-0.1597342458
P61107,0.0838179985,0.0062029783,-0.1333555339,0.0635049725,-0.2008779406,0.2708853553,-0.2396630416,0.2669451934,0.1252525628,-0.0093609704,0.0985503565,-0.3192184279
P61107;Q6NYB7;P10536;P35280,NA,NA,NA,NA,0.8031754831,-0.4800476711,0.1494635521,-0.4725913641,NA,NA,NA,NA
P61206,NA,NA,NA,NA,0.1286134313,0.1415764016,0.0578885466,-0.1528045407,NA,NA,NA,NA
P61212,0.2311227376,-0.0988525472,-0.0125122593,-0.1302366275,NA,NA,NA,NA,NA,NA,NA,NA
P61314,0.0312019448,-0.1201155622,-0.0600841636,0.1361938769,0.0107332026,-0.0221931995,-0.0216564243,-0.2373811483,-0.0577813767,-0.5154281121,0.3024900912,-0.2340872405
P61354,0.0516883029,0.0388435965,-0.162930813,0.1075153974,0.0326883942,0.0742015067,-0.0766336282,-0.0408401617,0.117708032,-0.0493486948,0.0226955646,-0.1529786533
P61459,0.249491408,-0.0749772356,0.0532972266,-0.1782236678,0.169632412,-0.1097189516,0.0169417165,-0.1356068097,0.0590231876,-0.1291693495,0.4239836406,-0.2227120233
P61589,0.0954425337,-0.0686508699,-0.0611257718,0.004114932,0.00912012,-8.02212276065362E-005,-0.3420034815,-0.0620036633,0.0825303723,0.024282922,-0.0809337114,-0.1303696612
P61621,0.2685931381,-0.1514652709,-0.0278954683,-0.0285861531,0.2546837534,-0.2258333231,0.2491021448,-0.3623377991,0.1682125249,-0.039921283,0.1934975445,-0.3081300147
P61805,NA,NA,NA,NA,NA,NA,NA,NA,0.0803772616,-0.2404863962,0.2254042144,-0.1078971666
P61928,0.1528122485,0.0937478875,-0.0646885009,-0.004488583,0.2465134807,-0.0645631598,-0.1007460911,-0.2268530502,-0.0766255922,-0.0460917109,0.2229595381,-0.0772832132
P61980,-0.0043144391,0.0012848265,-0.0341628312,0.0247279258,0.1041208794,0.0743208137,-0.0694114651,-0.0662471775,0.2656898978,0.1266652894,-0.1000642989,-0.1449011558
P61983,0.005976199,0.1232825362,-0.2446901387,0.0086848371,-0.1919519732,0.2867384549,-0.135777011,0.0754488683,-0.1047504635,0.0758239482,-0.0516758518,-0.0049462834
P62076,-0.1407735273,0.0452315106,-0.0487945744,0.1253500047,-0.0391956607,0.0421441351,-0.0476894625,-0.1364537906,-0.028313186,0.121982135,-0.0815474849,-0.1534575236
P62083,0.177561065,-0.1727156897,-0.0044030686,0.0756312908,0.0728094439,-0.0736024894,0.0270192824,-0.2407425495,0.1210786745,-0.1017788728,0.057648374,-0.1427570487
P62138,0.1626606371,-0.0526308122,-0.0503077445,0.141665078,NA,NA,NA,NA,NA,NA,NA,NA
P62161,0.2684769191,0.2357336095,0.1694020148,-0.788637406,0.1506565817,0.2317044087,0.0819444723,-0.3887752924,-0.0192927162,0.0825095438,-0.2882949017,-0.3107444534
P62193,0.1663540834,-0.0814991147,-0.0462567278,-0.0208078895,0.2768121195,-0.0634371066,0.0347689246,-0.0897983682,-0.0251819196,0.1336985727,-0.0800122321,0.0076672923
P62193;P13383;P46462,0.0148489252,-0.093510014,0.0614624335,0.0171986553,NA,NA,NA,NA,NA,NA,NA,NA
P62198,0.1808191244,0.1235140598,-0.1814604538,-0.1287098662,-0.0714311901,0.0128197353,0.0939866945,-0.0210506066,-0.0997340937,0.0679524548,0.033209987,0.022368918
P62243,0.0616678407,-0.0263862403,-0.1700432919,0.0486671858,0.0816420702,0.0513954833,-0.0348347558,-0.1221684136,0.189212128,0.1724626505,0.0057652464,-0.180413896
P62246,-0.0912364628,-0.0369864549,-0.0845139337,0.0764249691,0.0847004404,0.105049647,0.0452521125,-0.215201969,-0.1672833794,0.065144932,0.2631973421,-0.1193647132
P62250,-0.0870282778,-0.0842814077,-0.0157053171,0.1024635961,0.0932943463,-0.0231058578,-0.1424185628,-0.0658789914,-0.0055650165,0.1083006192,0.0388726863,-0.1127546105
P62260,0.1419119841,-0.0333785527,-0.1085251671,0.0184591345,0.065259828,-0.0004426474,-0.0294495516,-0.0554589803,0.1613084601,0.1187463021,0.0216408563,-0.0601438693
P62268,0.1562062268,-0.2128081044,-0.0155966549,0.1323265047,0.1334196553,-0.4069695109,0.0326852741,-0.0715272939,0.1146764609,-0.3948290793,0.1962075931,-0.1253652813
P62271,0.0981333864,-0.1349683633,0.0153054136,0.0672445684,0.3447671694,-0.0052133898,0.0907470811,-0.1779807585,0.0694892327,-0.092243799,-0.058029101,-0.2528870067
P62275,0.050557139,-0.2188658479,0.0156115836,-0.0441090655,NA,NA,NA,NA,NA,NA,NA,NA
P62278,0.1256059694,0.0054289461,-0.0053315837,0.0397548806,-0.0438759191,0.1599339152,-0.0796893649,-0.2005598555,0.1899736116,-0.0386336911,0.3231898814,-0.0841852061
P62282,-0.0541617371,0.0686189997,-0.1694439676,0.0469253306,0.1625370561,0.0377423823,-0.092901218,-0.1365022817,0.1311335535,0.0416333733,0.1409270267,-0.1333047303
P62332,0.2252302055,-0.0381794726,0.1211275054,-0.1977623792,0.2275002555,0.0756272667,-0.1383497795,-0.1178526901,0.277588133,-0.0524678022,-0.0919745184,-0.0317159841
P62425,0.0045476491,-0.1280525899,-0.0718411351,0.0384634698,-0.0768186236,0.1057862487,-0.087660412,0.0643141658,0.0257392484,-0.0046166452,0.0838256666,-0.1953243518
P62494,NA,NA,NA,NA,NA,NA,NA,NA,0.2280486819,0.132696999,-0.1955938114,-0.0803503056
