,HF Rep 1,TTA Rep 1,FO Rep 1,TTA+FO Rep 1,HF Rep 2,TTA Rep 2,FO Rep 2,TTA+FO Rep 2,HF Rep 3,TTA Rep 3,FO Rep 3,TTA+FO Rep 3
Q3T1J1,0.0380565242,-0.2192181624,-0.0519077823,0.1440488365,0.1895589729,-0.15883608,-0.0438695594,0.0349021855,0.0739761351,0.0425018332,0.0276171285,-0.1383431175
Q3T1K5,-0.045320686,-0.138740842,0.1288470889,0.0608925571,NA,NA,NA,NA,0.1859774645,0.0226318244,0.1055093376,0.0255890841
Q497B0,0.1969262795,-0.0801529105,0.0208138265,-0.225222741,0.1109966259,0.097905918,0.0212166431,-0.0153001107,0.2507214274,-0.0626899952,-0.0076104859,-0.1348372673
Q498D5,0.6474636297,-0.3573884553,-0.0383636252,-0.1145282647,0.3911877894,-0.5682306301,0.1164972728,0.0112420465,0.2923008481,-0.2321012713,-0.1671831864,-0.0140244393
Q499N5,-0.7025866708,-0.5556806564,-0.6730814649,0.0603127458,NA,NA,NA,NA,-0.6341570865,0.1649522939,0.9429605645,-0.5798909582
Q4AEF8,-0.0266898097,-0.0520381267,-0.0380399331,0.1766507684,0.0994146856,-0.0422023926,0.0718892134,-0.0681254105,0.1857475277,-0.2333305933,0.1012515593,-0.0648169802
Q4FZT0,0.0531047714,-0.105693314,0.1296689381,-0.0076067167,0.1236144209,-0.1790222067,0.0802139524,-0.0607034251,0.3291761385,0.0324981699,-0.1154138609,-0.271181411
Q4FZT8,-0.1459999827,0.216502251,-0.2333657122,0.1482605271,NA,NA,NA,NA,NA,NA,NA,NA
Q4FZT9,0.214812733,-0.1305565289,-0.1198859456,-0.0377159945,-0.0362490926,-0.1057194026,0.1380771729,-0.0632274612,0.0698062048,0.1547324011,-0.0315937135,-0.0952126733
Q4FZX7,-0.0850049639,0.1813956527,-0.2264211602,0.037977809,NA,NA,NA,NA,-0.2700513727,0.0287410446,-0.0389174462,-0.1122857231
Q4G061,-0.6237461431,0.3842803001,-0.2984158186,0.5325006993,0.4847476373,-0.1064651686,0.0520092288,-0.1628481008,NA,NA,NA,NA
Q4KLP0,0.4111858691,-0.147294705,-0.18005442,-0.1045204169,0.2728827455,-0.1479640109,-0.1872604348,0.1751837923,0.300410416,-0.0441675161,-0.0819120688,0.1873572463
Q4KLZ6,0.892175655,-0.5475682923,0.3396148507,-0.6221315221,1.0947267553,-0.7015883977,0.3041217693,-0.3790153536,1.338787086,-1.190224539,0.1671309664,-0.2481811029
Q4KM35,0.2670168319,-0.0401716762,0.0045810348,-0.1444267292,NA,NA,NA,NA,-0.0300889685,0.1637068801,0.475620622,-0.7954567877
Q4KM49,0.0420644053,0.1161166834,-0.4175028741,0.2986459833,-0.0214893816,0.0191074658,-0.1567687165,0.1225124468,-0.0517797245,0.1585450797,-0.1289757111,0.0320489011
Q4KM73,0.2999424689,-0.1966915585,0.1734466057,-0.3329417196,0.5500644495,-0.3372074025,-0.0949933723,-0.192033439,0.3419004904,-0.1729217939,-0.0408513171,-0.1331338921
Q4KM74,0.265976728,-0.3508416284,-0.0415641619,0.022131903,0.0620812855,0.1177610885,-0.0334059412,-0.1215501274,0.082819937,0.0287101692,0.0471310945,-0.272267308
Q4KMA2,0.1041345193,-0.0441557548,-0.0438596263,-0.0325391891,0.2961430062,0.0911456288,-0.1175804245,-0.3303475253,0.0825939789,0.0302739857,0.0608643476,-0.1336315473
Q4QQT4,0.2689683738,-0.154469505,-0.1550122339,0.0534675491,-0.1193148112,-0.0685523694,0.0863740908,0.2080251131,NA,NA,NA,NA
Q4QQV3,0.3310437635,-0.4482012575,0.316490211,-0.0761513174,NA,NA,NA,NA,NA,NA,NA,NA
Q4QQW3,-0.0535795037,-0.0371912497,-0.2683132519,-0.5334791254,0.0342576699,0.1973988539,-0.057451665,-0.1576785584,-0.071026861,-0.0196781227,-0.0923556037,-0.0620366875
Q4V7C7,0.130705589,-0.0894275365,0.0448167017,-0.0293285287,NA,NA,NA,NA,-0.1361833414,-0.0479146474,0.1348258144,-0.0581759618
Q4V8B8,0.7827062877,-0.5575033372,0.3646457614,-0.5898487119,NA,NA,NA,NA,NA,NA,NA,NA
Q4V8F9,-0.5660235907,0.505002605,-0.2696746263,0.6401566498,-0.6670535293,0.3971907611,-0.3959919001,0.191436615,-0.1894737903,0.5546494933,-0.3586355402,0.1975604046
Q4V8K1,0.7548243829,-0.6964904154,-0.2793430355,-0.0641308916,0.6596463532,-0.1464864177,-0.0241686326,-0.1212401214,NA,NA,NA,NA
Q505J6,NA,NA,NA,NA,NA,NA,NA,NA,0.0729026528,-0.0971702795,0.0779063762,-0.0484203332
Q505J8,0.1120709164,-0.2326385534,-0.0099122343,0.1614738961,NA,NA,NA,NA,NA,NA,NA,NA
Q561R9,-0.6256260029,0.1938082403,-0.0876848067,0.5725622387,-0.5000782618,0.1127796054,-0.1176403031,0.4140083648,-0.4692391959,0.2697260825,-0.2711288024,0.4329792065
Q561S0,0.4987145589,-0.294044216,0.1854438243,-0.4468676398,0.2957752608,0.1342695685,-0.2048057246,-0.1950503394,0.4511906653,0.0115733261,-0.0901614836,-0.4094759052
Q562C4,-0.0265976909,-0.2713246456,0.4569066434,-0.142597913,-0.2039089675,-0.1136121474,0.3340269121,0.0091691251,0.150353929,-0.2501161028,-0.1327057061,0.2065657343
Q562C9,-0.050632098,0.2884770082,-0.0687163584,-0.2378108792,NA,NA,NA,NA,1.6486044145,0.0543951686,-0.1369793666,-0.4265244987
Q58FK9,0.2720655525,-0.244552671,0.2136589297,-0.3178775766,0.1044832209,-0.0252891277,-0.1260505953,-0.061951896,0.582063699,-0.1301001348,-0.4250963692,-0.0572622744
Q5BJQ0,0.5708081737,0.0410382419,0.3758831592,-0.5897303903,0.2209927313,-0.3327196763,0.1788076314,-0.1609269862,0.3332785547,-0.2574726255,-0.1158694467,0.0835778507
Q5BJY9,0.1743083184,-0.2421382156,0.0699038907,0.0035273807,0.1967941039,-0.1399386985,0.2037745442,-0.2571840788,0.1032158892,0.0279346169,-0.0170849717,-0.1606523017
Q5BK32,-0.0658705966,0.0272211758,-0.1838602969,0.1919830625,NA,NA,NA,NA,NA,NA,NA,NA
Q5BK63,0.3475472539,-0.0494291906,0.117206119,-0.2519481989,0.1954596034,0.067711137,-0.0794565602,-0.2777586018,0.2683292962,0.11850519,-0.2805462342,-0.1974954523
Q5BK81,0.0947027208,0.2803030125,-0.2387951389,-0.0118840656,NA,NA,NA,NA,NA,NA,NA,NA
Q5EB77,0.121156949,-0.191515509,0.228905055,-0.1567267368,NA,NA,NA,NA,0.0160020396,0.0308670695,-0.2769413068,-0.2199542515
Q5FVM4,NA,NA,NA,NA,-0.1773799759,0.2367674448,-0.2222245593,0.1265588576,0.0156828313,0.1084441723,-0.1152617841,-0.062205408
Q5FVN0,-0.1568066465,0.4935862934,-0.3437793864,0.3013995044,-0.0152436014,0.1310459526,-0.1975454537,0.1564000265,-0.2515935542,0.5590607819,-0.3915930488,0.0232073057
Q5FVQ4,0.2073989415,-0.2023924781,0.1297738197,-0.008306812,NA,NA,NA,NA,NA,NA,NA,NA
Q5FVR2,0.4072387158,-0.022800091,0.2459289865,-0.5879073227,0.6995057137,-0.3882146929,0.0515822493,-0.3946958744,NA,NA,NA,NA
Q5FVR5,2.0059417788,-0.9159261165,0.811922081,-0.7319555581,0.6271827962,-0.5890068335,0.6600092072,-0.7402503437,0.9495131771,-1.028472621,0.3677554082,-0.0130002181
Q5HZY0,NA,NA,NA,NA,NA,NA,NA,NA,0.0554927711,-0.1254157929,-0.0585587138,0.1147653727
Q5HZY2,-0.1415816321,-0.0578699175,0.084084576,-0.1382282988,0.1096318676,-0.0349200341,0.0711494896,-0.0327812406,0.0555058733,-0.1649061391,-0.0989253797,-0.0133872609
Q5I0C3,0.1229897296,0.119816864,0.1791848787,-0.15268207,-0.0235352739,0.09781624,0.0007304333,0.0796032122,0.202148948,-0.4031512541,0.1917701629,0.1028061039
Q5I0D5,NA,NA,NA,NA,NA,NA,NA,NA,0.1147598403,0.1674796535,-0.1301396481,-0.0207371543
Q5I0E7,0.1057480407,-0.1936770447,0.0205105797,0.1099990458,0.0169931845,-0.1282046562,0.2513213618,-0.2255956608,-0.1061187411,0.0790877413,0.1099916683,-0.0947099821
Q5I0G4,0.0613396694,-0.0552310929,-0.1885612921,0.132803098,NA,NA,NA,NA,NA,NA,NA,NA
Q5I0H4,-0.2336477678,-0.0246177861,-0.0272197153,0.0696716298,NA,NA,NA,NA,NA,NA,NA,NA
Q5I0H9,0.4102626961,-0.62447342,0.1278491244,-0.2154103335,0.322686523,-0.2097323259,0.1260669676,-0.335096999,0.1838542442,-0.3305187859,0.4522491733,-0.4042304747
Q5I0J9,0.154110856,-0.1805481513,0.3827974259,-0.3533714094,0.4453981018,-0.2465725239,0.0309942303,-0.1103675649,0.4951022726,-0.3550673759,0.0570724979,-0.0938230742
Q5I0M2,-0.1408435742,0.3536525338,-0.2503368365,0.0630044623,-0.2178205254,0.3939691748,-0.3940177856,0.1304943418,0.101783145,0.0149604117,0.0401100204,-0.1757581677
Q5I0P2,0.2477733405,-0.0634762811,0.2661716827,-0.6173176221,0.3071652329,-0.2237275411,0.0560167891,-0.2793907202,0.226083078,-0.4181614548,0.2886017852,-0.1126172004
Q5M7T9,0.1991540614,1.0578760012,-0.3341094313,0.1124849605,NA,NA,NA,NA,NA,NA,NA,NA
Q5M7U6,0.3159910872,-0.1457725969,-0.0310704523,-0.0276994823,0.3427922886,-0.064212218,0.1122292937,-0.1825491811,0.1785697545,-0.0654091542,0.1714991678,-0.2484728075
Q5M7W5,0.3896071597,-0.4586347182,0.6342860605,-0.3540860742,NA,NA,NA,NA,0.3793109573,0.0657855118,0.0089892997,-0.4402857303
Q5M828,-0.4829489614,-0.2123786218,0.0925962054,0.5827104348,-0.5032954162,0.194866496,0.1599613422,0.4585153398,-0.4698062396,0.438853978,0.0203032694,0.0199660079
Q5M875,-0.4364271497,0.9345114656,-0.1110092806,-0.1842454222,-0.2597877016,0.5969782873,-0.5086460391,0.1341112385,0.0333923999,0.1783009137,-0.4448654515,0.2416398929
Q5M876,0.5943525451,-0.4473087551,0.1024341735,-0.2239302415,NA,NA,NA,NA,NA,NA,NA,NA
Q5M9G3,-0.1313488527,0.3554960153,-0.3220048276,-0.0023191016,NA,NA,NA,NA,NA,NA,NA,NA
Q5M9I5,0.8029471996,-0.5896762972,0.7997904104,-0.0706457632,NA,NA,NA,NA,NA,NA,NA,NA
Q5PPL3,0.1062363922,-0.1254279864,0.2410237125,-0.1621340825,0.3292350134,-0.1190934574,-0.1160004562,-0.1811862755,0.3919916086,-0.1064084204,0.0054894802,-0.2735285572
Q5PPN7,-0.0034319272,-0.1081396675,0.0641923771,0.0058640196,NA,NA,NA,NA,NA,NA,NA,NA
Q5PQJ6,0.2133781129,-0.5243742847,-0.0383816342,0.08995734,NA,NA,NA,NA,NA,NA,NA,NA
Q5PQT3,0.2261383531,0.0303610494,0.1574818022,-0.3941942704,0.2248799357,0.1055492638,-0.0412013453,-0.2040203921,0.2752648357,-0.3402415793,-0.0821704178,-0.0328446595
Q5RJR8,0.0793962057,0.0567868398,-0.1722241031,0.3026576623,-0.2366001936,0.1603298602,-0.2604857323,0.222821153,-0.0950104833,0.2500507747,0.2139157486,0.0094212979
Q5RKI0,0.0688719502,-0.0126189525,0.0011879111,0.0836866229,0.0373533914,-0.2061433658,0.1322213155,-0.0381765802,0.1592400726,0.0914818016,0.0404960791,-0.1471458926
Q5RKI1,0.0359058922,-0.0560293997,-0.0971132021,0.0288695133,0.0614825285,0.0492990208,-0.1145005138,-0.0489762352,0.074571049,0.0368403252,-0.070944158,-0.1575122193
Q5SGE0,-0.0823332939,0.2734652164,0.0525722571,0.033709352,-0.2373402515,0.2238585961,0.3630868424,-0.1419717906,0.0392004255,0.0301733408,0.0553849449,-0.0469222288
Q5U1Y4,NA,NA,NA,NA,NA,NA,NA,NA,0.2337184812,0.0224895203,-0.0656233844,0.0226918715
Q5U211,0.0957026282,-0.5379137269,0.2332397743,0.1353194488,NA,NA,NA,NA,0.1750673092,0.1218447322,-0.0192193037,-0.290479959
Q5U2Q3,0.5623519019,-0.2621539295,0.0748004623,-0.3431918535,0.4604197326,-0.2097953041,-0.007676332,-0.327079397,0.5239569224,-0.4982472011,-0.0145401899,-0.1648460239
Q5U2Q7,0.3586962728,-0.1920302388,-0.1697477053,-0.217800544,NA,NA,NA,NA,NA,NA,NA,NA
Q5U2R0,0.2397309472,0.0847307722,0.1019988625,-0.3970858095,NA,NA,NA,NA,NA,NA,NA,NA
Q5U2U0,-0.1432661134,0.0361423561,-0.1738090058,0.3411172197,0.0772912399,-0.0232583474,-0.1236029101,0.1145994447,-0.1440781548,0.3080875496,-0.1207972061,-0.030194198
Q5U2V4,-0.1865751499,0.6468089268,-0.5662234548,0.318432502,-0.8651107919,0.7041820518,-0.7988134905,0.7179881583,-0.2630823912,0.4146211878,-0.2850524961,0.3770718028
Q5U2X7,-0.1816369061,0.0781925998,-0.0573066433,0.0151566952,NA,NA,NA,NA,NA,NA,NA,NA
Q5U2Y9;Q64602,NA,NA,NA,NA,0.0956813545,-0.20156581,-0.0263315598,0.1322160154,NA,NA,NA,NA
Q5U300,0.1369233179,-0.0706775699,-0.0122068205,-0.0412750739,0.2703558789,-0.0488667839,-0.1225174637,-0.1514907154,0.2631134635,-0.1883972301,0.0732986454,-0.124904001
Q5U3Y7,0.7366720914,-0.5987799656,0.2346337039,-0.3537257794,NA,NA,NA,NA,NA,NA,NA,NA
Q5XFW8,0.2060623991,-0.3554892059,0.1956517059,-0.101178731,NA,NA,NA,NA,-0.2247786533,0.0774522583,0.0971989542,-4.16452187805838E-005
Q5XFX0,0.0575627592,0.0485467078,-0.3291473408,0.3221856066,0.1836491066,0.0527468314,0.009823883,-0.2466534349,0.1300833822,0.0523947216,-0.0645224869,-0.0382066115
Q5XHY5,0.3096471765,-0.0731116259,-0.0256284332,-0.2382402403,0.3647931369,-0.2843397013,0.0535865225,-0.1361534757,0.3991308553,0.0069794457,-0.0247225089,-0.2355630494
Q5XHZ0,-0.0267445908,-0.0120124402,-0.0980766473,0.1478631671,-0.0241270267,0.1907331537,-0.008900708,0.0551945323,0.0485803813,0.0532903009,-0.0044638542,0.019039894
Q5XHZ0;P82995;P34058,NA,NA,NA,NA,NA,NA,NA,NA,-0.0446289881,0.1353693896,-0.0497711151,-0.0409692864
Q5XI32,0.2834519965,-0.1145910018,0.0619573977,-0.1732075246,0.267873144,-0.0774374823,-0.1162846464,-0.1513244778,0.1163797544,0.2013212845,0.0630213008,-0.2491209243
Q5XI60,-0.3891461851,-0.4194921706,-0.3106377809,1.0325449021,NA,NA,NA,NA,NA,NA,NA,NA
Q5XI60;B2RZ37,-0.8776446341,-0.0241147319,-0.1789698462,1.0807292123,NA,NA,NA,NA,NA,NA,NA,NA
Q5XI73,0.1418415733,-0.158978958,0.0585545527,-0.0296811529,0.163846979,-0.1508662109,0.1072699286,-0.1796727262,0.2921272905,-0.1580037293,-0.0299380577,-0.0432479943
Q5XI78,0.0242195231,0.1612527163,-0.1821773197,-0.0425182737,0.1150815738,0.158825638,-0.2211755557,-0.0148229244,0.1804250865,0.139591606,-0.1899526493,-0.0921624494
Q5XIA1,-0.2483545772,0.0638644629,-0.2068073273,0.3881815482,-0.1705571507,0.1586713328,-0.1810364424,0.0782830384,NA,NA,NA,NA
Q5XIC0,-0.5831924838,0.3527750955,-0.3002666902,0.366098732,-0.3804947207,0.629937246,-0.3162324063,0.2924688372,-0.7621689278,0.7350037524,-0.1551345513,0.316491619
Q5XIE6,-0.3906657335,0.2545766292,-0.2233128389,0.3421394253,-0.4084360031,0.5384952047,-0.3715068809,0.1509374164,-0.5031252647,0.4259661669,-0.2115020073,0.290342474
Q5XIF3,0.5165290518,-0.1739588861,0.110162338,-0.3998101166,0.2213548631,0.0465389797,-0.1465464569,-0.1546776804,0.6708811604,-0.0388157839,-0.1574048928,-0.3212130046
Q5XIF6,0.3507356264,-0.1693535323,0.162229155,-0.3928937008,0.5250073059,-0.0903771164,-0.0172316763,-0.3653977044,0.3132336531,-0.4418759017,0.2495081496,-0.1544837659
Q5XIH7,-0.2348618242,0.0987221704,-0.1973024454,0.1282394817,-0.0649517542,0.1476197893,-0.1009574625,0.0647052701,-0.1547709261,0.1154672256,0.048764843,-0.0503229598
Q5XIM9,0.0632452413,0.0096655985,-0.0154399344,-0.0438805056,0.1375045149,-0.1176454575,-0.0145055351,-0.1752259406,0.1887226866,-0.1009861765,0.0056371237,-0.0681130094
Q5XIN6,-0.0386527094,-2.80388841311652E-005,-0.0712472345,0.0484312531,-0.0617250483,0.1207734192,-0.2239987396,0.1271945762,NA,NA,NA,NA
Q5XIT9,0.1451102318,-0.0023175513,0.0631037891,-0.2240623632,0.1937611888,-0.1255821541,-0.0509476245,0.0036557292,0.1596139694,-0.2005078344,0.1896424716,-0.0874255583
Q5XIU9,-0.2477911877,0.3099781182,-0.124050605,0.0904692963,-0.1617450432,0.2545284406,-0.241920713,0.0613784008,-0.5357835078,0.6446212934,0.0963204108,-0.0351325074
Q60587,-0.6332187677,0.552344685,-0.1105408481,0.4296127677,-0.8100088392,0.5452157401,-0.1729112025,0.2916276757,-0.7792176282,0.6047648238,-0.0878882544,0.1758500641
Q62636,0.1517355256,-0.2341103178,0.0375257049,-0.0426141897,NA,NA,NA,NA,NA,NA,NA,NA
Q62651,-0.9291617704,0.647450063,-0.3187356709,0.5180943709,-0.9878233836,0.6035299897,-0.501731488,0.3400273329,-0.8031354455,0.6934301571,-0.1515952263,0.418268002
Q62658,0.2604113831,-0.3270138576,-0.1851366431,0.2650178059,NA,NA,NA,NA,NA,NA,NA,NA
Q62667,0.2651015241,-0.3299294417,0.0022447678,0.0552816807,NA,NA,NA,NA,NA,NA,NA,NA
Q62730,-0.336637452,0.0257404051,0.5810970533,-0.4152194839,0.349116438,-0.3044436306,0.6262941732,-0.7294996858,0.3525062174,-0.5853657163,0.3621394031,-0.1255223249
Q62736,0.3046582161,-0.3352230339,0.0847469164,-0.0836115182,0.506080491,-0.2283312911,0.0692764724,-0.2593690169,0.3241244534,0.1225893371,0.1598531842,-0.1840755986
Q62745,0.1484899194,-0.0065374804,-0.1620074034,0.0032244351,NA,NA,NA,NA,0.3131115048,-0.3137310385,0.0783330996,-0.2441921531
Q62812,0.2816682138,-0.2182093435,0.0959341005,-0.108176634,0.4515303433,-0.2111810975,0.2233064057,-0.305651137,0.2641281592,-0.0378755805,0.1274365661,-0.3299667252
Q62812;Q63862,0.345310965,-0.1628244379,-0.2500234743,-0.1699963768,NA,NA,NA,NA,NA,NA,NA,NA
Q62812;Q9JLT0,0.2326666657,-0.1175202386,-0.2061332001,-0.0324096494,0.4040327105,-0.2570618907,0.1171663939,-0.2353214222,0.0793392357,0.0612965324,0.310260609,-0.2603754935
Q62826,0.1883177544,-0.088967739,-0.168320364,0.0380468713,0.114747294,-0.0976371579,-0.01855896,-0.0772056583,0.1890737557,0.0713022088,-0.133670511,-0.1721137842
Q62902,0.2049154251,-0.2866946528,0.0670604992,-0.0522457793,0.1658718862,-0.3483826194,0.1742511572,-0.11766842,0.2519027994,-0.3333665065,0.3481143259,-0.2323940214
Q62930,0.1886498702,-0.8110914788,-0.055461085,0.6811715076,NA,NA,NA,NA,NA,NA,NA,NA
Q63010,-0.5228804722,0.3188151264,-0.1049004322,-0.0035668959,-0.2227276006,0.4723873089,-0.3126655272,0.0464390945,-0.043049459,0.2963958682,-0.0333714087,-0.1601135456
Q63010;Q64573,0.0905296888,0.0484014628,0.0645244782,-0.1799222337,-0.0887883407,0.0390923967,0.2963404104,-0.227830552,-0.094487831,0.026017779,0.0096365125,0.0059575581
Q63041,0.2898495079,-0.2585450269,0.0366286013,-0.0426784991,0.1955664721,-0.0877600949,0.2246230829,-0.4509061256,0.1471013765,-0.1331343906,0.2264613286,-0.2450952276
Q63042,-0.0119307548,0.0023745224,-0.0690476888,-0.0703921506,NA,NA,NA,NA,NA,NA,NA,NA
Q63060,0.1033896389,-0.0229190612,-0.2208277757,0.0907287969,0.033835528,-0.0948647517,0.0329396924,0.0042722204,0.0938168167,-0.120831999,-0.0003785421,0.0245418114
Q63081,0.142890918,-0.3141799396,0.0051419858,0.141193841,0.0440920637,-0.1316055158,0.2354719891,-0.0819509877,0.0115572411,-0.0243594644,0.2156799373,-0.2927510136
Q63108,0.1097838259,-0.2639207671,0.2146464842,-0.2289890981,0.2475700228,-0.509056348,0.0927292234,-0.3344384321,-0.0265396212,-0.3063450213,0.3880673976,-0.0004631894
Q63108;Q63010;Q64573,NA,NA,NA,NA,-0.1337062891,-0.2159804818,0.5086722035,-0.0549532796,NA,NA,NA,NA
Q63150,0.3316309886,-0.0348394901,0.1423221332,-0.3667504484,0.6273880263,-0.4045767206,0.0961069597,-0.1480472919,0.7995559089,-0.6076001287,0.3920919013,-0.0499374688
Q63228,0.1794266705,-0.3332210969,0.0209939893,0.1705272889,NA,NA,NA,NA,NA,NA,NA,NA
Q63270,-0.3257914009,0.129874626,-0.1056755201,0.1082333386,-0.1584558907,0.1746258579,-0.2016299187,0.206539925,-0.2997426692,0.2534583674,-0.0811971155,0.0378529422
Q63276,0.1013667624,-0.2519616868,0.2599113587,0.0365495008,0.2170832896,-0.1899078778,0.1788368639,-0.1748520881,0.1060318413,-0.2399484608,0.2959808557,0.0103692297
Q63342,0.2929620698,-0.1342038346,0.0521411442,-0.319040387,0.5028513008,-0.4284619384,0.1878842155,-0.2744872522,0.50778932,-0.1213186858,-0.1803774472,0.0082021415
Q63347,-0.0746792541,0.0371763356,-0.1741796755,0.1582155025,0.0097427133,-0.0611330524,-0.0217166258,0.0671040819,-0.1248178485,0.1789150098,-0.100932844,-0.0469642358
Q63357,NA,NA,NA,NA,0.0372045466,-0.0073251698,0.1810687219,-0.0565023262,NA,NA,NA,NA
Q63362,0.8530517633,-0.0272839258,-0.1582058811,-0.5159210829,NA,NA,NA,NA,NA,NA,NA,NA
Q63413,0.0214811223,0.1420447589,-0.2807427906,0.0411943467,-0.1205899765,0.3095441361,0.0128714177,0.2665987237,NA,NA,NA,NA
Q63416,0.4040100713,-0.3051047388,-0.1031293865,0.0434921295,0.0550632632,-0.1233509263,0.2661887049,-0.2215902331,NA,NA,NA,NA
Q63448,-0.2313177008,0.1477082066,-0.1464901678,0.2655076417,-0.1440566057,0.2400302213,-0.0627795284,-0.0274757595,-0.3766533582,0.2873070693,-0.0256146651,0.1760359069
Q63507,0.0179520602,-0.1114817205,-0.0027277719,0.1401642452,0.1201816169,-0.0530659974,-0.008767428,-0.0979362524,0.0038148124,-0.0071037463,0.2377365927,-0.2114296151
Q63507;P06214,0.0538914434,0.0137597186,-0.1177920266,0.0501408646,NA,NA,NA,NA,NA,NA,NA,NA
Q63524,0.1538672276,-0.2186136981,0.0706987279,0.1049027742,0.0480831699,-0.0137708927,0.1961547146,-0.1779489544,-0.0535685092,0.1973670635,-0.0272906088,-0.2398288493
Q63525,0.036385248,0.0664524368,-0.1523866432,0.0476672843,NA,NA,NA,NA,0.0442022894,0.2874642249,-0.1261309563,-0.0495222254
Q63525;Q9R0T3,NA,NA,NA,NA,0.1493675502,-0.3331151904,0.276983658,-0.0932360178,NA,NA,NA,NA
Q63569,0.18284693,0.2704007597,-0.0456201645,-0.1941798554,-0.0612905933,-0.1510942057,0.0171385004,-0.2226787498,0.0321072642,0.1731232347,-0.215716161,0.0455807485
Q63569;P13383,0.1891303119,0.0190462882,-0.0275108473,-0.1806657527,NA,NA,NA,NA,NA,NA,NA,NA
Q63584,0.0962540929,-0.4119517906,0.1267092882,0.3082884915,0.1430514337,-0.0878340468,0.2947045515,-0.314537761,0.2093913982,-0.2267409786,0.0407549199,-0.1573728282
Q63598,0.3748334369,-0.199438791,0.1642712969,-0.3548015582,0.2853906637,-0.2709681483,0.1873437516,-0.3030894124,0.3663720687,-0.1896483987,-0.0547696702,-0.0880468883
Q63610,0.027019004,-0.078188446,0.068202128,-0.0953390157,0.1934013132,-0.157434174,-0.0507915929,-0.2063983684,0.0751762977,0.061207307,0.0949613858,-0.2166065114
Q63610;P04692;P09495,0.0973721466,-0.1693242696,0.1361334304,-0.1107579613,NA,NA,NA,NA,NA,NA,NA,NA
Q63610;P04692;P09495;P58775,NA,NA,NA,NA,NA,NA,NA,NA,0.0311800481,-0.0753103528,0.0281825197,-0.0437179467
Q63610;P09495,0.1135877206,-0.1011266913,0.0291545572,0.0576169015,0.1752040727,-0.0503905919,0.0534910672,-0.1590507111,0.1449595748,0.1211591913,0.0666386171,-0.182050267
Q63617,0.8170225214,-0.0509394525,0.5149658097,0.5644830087,0.2230276411,-0.3066933914,0.3097893664,-0.1822941897,0.2874278064,-0.1175794472,0.3380285912,-0.3316879728
Q63692,NA,NA,NA,NA,NA,NA,NA,NA,-0.0694073343,-0.1024458604,-0.0361125434,0.0869419914
Q63704,-1.5378344958,2.4630224409,-2.1809950887,1.6800306724,-1.3390958295,2.1332707124,-2.0443095955,1.5095133804,NA,NA,NA,NA
Q63716,0.0536862276,0.0574779266,-0.0137690566,0.0623295913,-0.1882453165,0.1566996099,0.0407721092,-0.0520493597,-0.110930716,-0.079139027,0.0688356304,0.1042403223
Q63716;Q9Z0V5,0.1311617551,0.0094927844,0.0417671033,-0.1648631184,NA,NA,NA,NA,-0.0520834185,-0.0048831731,0.031558074,0.0432623695
Q63797,0.1323629798,-0.1340077182,-0.0926207451,0.0808605811,0.0071188942,-0.1382966288,0.043687444,-0.1312890403,0.126044219,0.0152868687,-0.018686326,-0.3019593404
Q63798,0.0053898409,-0.1781610269,-0.037169543,0.0899987384,0.0207084417,0.0272560217,-0.1045005429,-0.0572507983,0.027749831,0.0559783807,0.1982053836,-0.0901782577
Q63945,-0.3720952104,0.1740813789,-0.5590612011,0.6543333285,NA,NA,NA,NA,NA,NA,NA,NA
Q63965,0.2294337769,0.0540158117,0.2096410415,-0.3740184401,0.276435815,-0.1229214071,0.1039719997,-0.1616349474,0.60359698,-0.4008155298,0.0903227808,-0.2402762572
Q64057,0.5080003107,-0.3775274482,0.1139240925,-0.3515588677,0.0690347463,-0.1258822061,0.2008709852,-0.1738392742,0.1907062355,-0.1578666924,0.2162533064,-0.1543990974
Q64119,0.3020806543,-0.3102669074,0.2645487535,-0.2610008123,0.2288190971,-0.1098340751,0.3950388315,-0.4139504958,0.162659904,0.07748054,0.0468960701,-0.3130166109
Q641X3,NA,NA,NA,NA,-0.3732630478,0.223888545,-0.139702584,0.3316965998,NA,NA,NA,NA
Q641X8,NA,NA,NA,NA,-0.0624835134,0.0726994711,-0.0663972349,-0.3165255338,NA,NA,NA,NA
Q641Y0,0.1165649431,-0.2695327395,0.060318859,0.0829608074,0.2205577574,-0.2050539862,0.0932966923,-0.2214297721,0.0302086361,-0.0189941328,0.3474817763,-0.3487285259
Q641Y2,0.3797282141,-0.1349295194,0.1683767153,-0.5023939254,0.496470472,0.0024817183,-0.0849207248,-0.2610436701,0.3216647333,0.0574620217,-0.2554886101,-0.2405013164
Q641Y8,-0.3271208754,-0.0117930986,-0.0930394313,0.2801170924,NA,NA,NA,NA,0.1206565303,0.0608667833,-0.0737205777,-0.1310381828
Q641Z6,NA,NA,NA,NA,0.3082914114,-0.3549842244,0.0623809069,-0.260449503,NA,NA,NA,NA
Q64232,0.0979196468,-0.0201899986,0.0657750323,-0.1503360625,0.4405444317,-0.0565575381,-0.0729007058,-0.0484342554,0.3699811373,-0.0789066013,-0.0062477769,-0.1278928698
Q64240,NA,NA,NA,NA,NA,NA,NA,NA,0.371068738,-0.2165440654,-0.1771478079,-0.1607971488
